advertiser,ad_unit,ad_ctr,revenue,impressions,ecpm
WTM Publishing & Communications,21839579524 » am-android-foryou-large-ib-low,1.01%,0.89,296,3.01
WTM Publishing & Communications,21839579524 » am-android-foryou-large-ib-medium,2.03%,1.76,345,5.10
Wacom,21839579524 » am-android-foryou-large-ib-high,2.63%,0.46,38,12.01
Wacom,21839579524 » am-android-foryou-large-ib-low,0.00%,0.30,98,3.03
Wacom,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.27,54,5.07
Wahoo Fitness,21839579524 » am-android-foryou-large-ib-high,0.45%,13.73,881,15.59
Wahoo Fitness,21839579524 » am-android-foryou-large-ib-low,0.41%,4.20,"1,214",3.46
Wahoo Fitness,21839579524 » am-android-foryou-large-ib-medium,0.59%,7.04,"1,183",5.95
WakaNow,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.00
Wake Forest University,21839579524 » am-android-foryou-large-ib-high,0.00%,0.84,63,13.37
Wake Forest University,21839579524 » am-android-foryou-large-ib-low,0.27%,1.36,365,3.73
Wake Forest University,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.29,343,6.69
Walgreens Boots Alliance,21839579524 » am-android-foryou-large-ib-high,1.93%,13.74,932,14.74
Walgreens Boots Alliance,21839579524 » am-android-foryou-large-ib-low,1.17%,10.35,"3,154",3.28
Walgreens Boots Alliance,21839579524 » am-android-foryou-large-ib-medium,1.30%,13.08,"2,232",5.86
Walibuy Italia,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.00
Walibuy Italia,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Walmart,21839579524 » am-android-foryou-large-ib-high,0.64%,"1,011.88","83,520",12.12
Walmart,21839579524 » am-android-foryou-large-ib-low,0.25%,317.82,"104,796",3.03
Walmart,21839579524 » am-android-foryou-large-ib-medium,0.36%,543.12,"107,580",5.05
War Gaming,21839579524 » am-android-foryou-large-ib-high,0.47%,36.80,"3,002",12.26
War Gaming,21839579524 » am-android-foryou-large-ib-low,0.18%,17.02,"5,521",3.08
War Gaming,21839579524 » am-android-foryou-large-ib-medium,0.18%,25.47,"4,981",5.11
Warburg Pincus,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Warburg Pincus,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Warby Parker,21839579524 » am-android-foryou-large-ib-high,1.17%,80.19,"5,904",13.58
Warby Parker,21839579524 » am-android-foryou-large-ib-low,0.60%,28.60,"8,858",3.23
Warby Parker,21839579524 » am-android-foryou-large-ib-medium,0.64%,50.32,"9,130",5.51
Washington Ballet,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,5,12.01
Washington Ballet,21839579524 » am-android-foryou-large-ib-low,0.00%,0.11,38,3.01
Washington Ballet,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.07,14,5.01
Washington Convention & Sports Authority,21839579524 » am-android-foryou-large-ib-high,0.00%,0.10,8,12.28
Washington Convention & Sports Authority,21839579524 » am-android-foryou-large-ib-low,0.00%,0.31,104,3.01
Washington Convention & Sports Authority,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.20,39,5.08
Washington State University,21839579524 » am-android-foryou-large-ib-high,0.00%,0.17,14,12.01
Washington State University,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,15,3.05
Washington State University,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.05,10,5.01
Washington University in St. Louis,21839579524 » am-android-foryou-large-ib-high,0.00%,0.16,12,13.14
Washington University in St. Louis,21839579524 » am-android-foryou-large-ib-low,0.00%,0.06,20,3.01
Washington University in St. Louis,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.05,10,5.39
Waste Management,21839579524 » am-android-foryou-large-ib-high,1.25%,60.71,"5,024",12.08
Waste Management,21839579524 » am-android-foryou-large-ib-low,0.28%,14.24,"4,698",3.03
Waste Management,21839579524 » am-android-foryou-large-ib-medium,0.60%,36.28,"7,198",5.04
Watch Maxx,21839579524 » am-android-foryou-large-ib-high,1.85%,1.97,162,12.18
Watch Maxx,21839579524 » am-android-foryou-large-ib-low,1.65%,0.56,182,3.05
Watch Maxx,21839579524 » am-android-foryou-large-ib-medium,0.46%,1.10,216,5.10
WatchRepair.Net,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Watchismo,21839579524 » am-android-foryou-large-ib-high,0.00%,0.23,19,12.01
Watchismo,21839579524 » am-android-foryou-large-ib-low,0.00%,0.16,54,3.01
Watchismo,21839579524 » am-android-foryou-large-ib-medium,1.89%,0.27,53,5.02
WaterAid,21839579524 » am-android-foryou-large-ib-high,0.00%,0.14,12,12.01
WaterAid,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,33,3.01
WaterAid,21839579524 » am-android-foryou-large-ib-medium,4.76%,0.11,21,5.01
Watkins Incorporated,21839579524 » am-android-foryou-large-ib-high,1.74%,1.98,115,17.18
Watkins Incorporated,21839579524 » am-android-foryou-large-ib-low,1.14%,1.80,526,3.42
Watkins Incorporated,21839579524 » am-android-foryou-large-ib-medium,0.89%,2.10,338,6.20
Watts Marketing Limited,21839579524 » am-android-foryou-large-ib-high,0.00%,0.11,9,12.00
Watts Marketing Limited,21839579524 » am-android-foryou-large-ib-low,1.04%,0.58,192,3.01
Watts Marketing Limited,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.38,75,5.01
Watts Water Technologies,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.01
Watts Water Technologies,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Wayfair,21839579524 » am-android-foryou-large-ib-high,2.48%,"1,744.52","143,441",12.16
Wayfair,21839579524 » am-android-foryou-large-ib-low,1.25%,514.02,"169,071",3.04
Wayfair,21839579524 » am-android-foryou-large-ib-medium,1.52%,939.22,"185,382",5.07
Wayside Gardens,21839579524 » am-android-foryou-large-ib-high,8.33%,0.20,12,16.75
Wayside Gardens,21839579524 » am-android-foryou-large-ib-low,3.85%,0.09,26,3.40
Wayside Gardens,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.13,22,5.96
Wbq,21839579524 » am-android-foryou-large-ib-high,2.71%,4.02,332,12.10
Wbq,21839579524 » am-android-foryou-large-ib-low,2.39%,1.14,377,3.03
Wbq,21839579524 » am-android-foryou-large-ib-medium,3.27%,2.46,489,5.02
We Buy Any Car,21839579524 » am-android-foryou-large-ib-high,0.59%,108.73,"8,959",12.14
We Buy Any Car,21839579524 » am-android-foryou-large-ib-low,0.24%,28.05,"9,224",3.04
We Buy Any Car,21839579524 » am-android-foryou-large-ib-medium,0.29%,60.52,"11,999",5.04
WeBlog Media,21839579524 » am-android-foryou-large-ib-high,11.24%,"1,451.92","120,026",12.10
WeBlog Media,21839579524 » am-android-foryou-large-ib-low,3.81%,"4,537.05","1,500,430",3.02
WeBlog Media,21839579524 » am-android-foryou-large-ib-medium,5.88%,"4,075.12","807,220",5.05
WeWork,21839579524 » am-android-foryou-large-ib-high,0.47%,2.60,212,12.27
WeWork,21839579524 » am-android-foryou-large-ib-low,0.61%,0.99,328,3.03
WeWork,21839579524 » am-android-foryou-large-ib-medium,0.00%,1.27,249,5.11
Web Care LBJ,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,8,3.01
Web Care LBJ,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.05,10,5.35
Web Monsters,21839579524 » am-android-foryou-large-ib-high,13.33%,0.18,15,12.01
Web Monsters,21839579524 » am-android-foryou-large-ib-low,1.01%,1.80,595,3.03
Web Monsters,21839579524 » am-android-foryou-large-ib-medium,1.89%,1.07,212,5.05
WebCrew,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.00
WebCrew,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.00
Weber Grill,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.00
Weber Grill,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.00
Webfilings LLC,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Webroot,21839579524 » am-android-foryou-large-ib-high,0.50%,96.12,"7,043",13.65
Webroot,21839579524 » am-android-foryou-large-ib-low,0.25%,15.26,"4,885",3.12
Webroot,21839579524 » am-android-foryou-large-ib-medium,0.42%,31.47,"5,525",5.70
Webs,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
Webster University Geneva,21839579524 » am-android-foryou-large-ib-high,0.00%,1.02,85,12.04
Webster University Geneva,21839579524 » am-android-foryou-large-ib-low,0.00%,1.20,397,3.01
Webster University Geneva,21839579524 » am-android-foryou-large-ib-medium,0.67%,1.51,300,5.03
Webstores,21839579524 » am-android-foryou-large-ib-high,0.00%,0.51,41,12.44
Webstores,21839579524 » am-android-foryou-large-ib-low,1.27%,0.25,79,3.22
Webstores,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.46,86,5.34
Weekley Homes,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.06
Weichert Realtors,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,14,3.02
Weichert Realtors,21839579524 » am-android-foryou-large-ib-medium,11.11%,0.05,9,5.01
Wellesley & Co,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Wellesley & Co,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,17,3.01
Wellesley & Co,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Wells Enterprises,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Wells Fargo,21839579524 » am-android-foryou-large-ib-high,0.00%,0.05,4,12.01
Wells Fargo,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.01
Wells Fargo,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.09,17,5.01
Welsh Government,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Wertheimer Group,21839579524 » am-android-foryou-large-ib-high,1.92%,0.92,52,17.70
Wertheimer Group,21839579524 » am-android-foryou-large-ib-low,1.92%,0.21,52,3.99
Wertheimer Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.30,43,7.02
Wesfarmers Limited,21839579524 » am-android-foryou-large-ib-high,3.23%,1.49,124,12.02
Wesfarmers Limited,21839579524 » am-android-foryou-large-ib-low,2.33%,0.27,86,3.13
Wesfarmers Limited,21839579524 » am-android-foryou-large-ib-medium,1.84%,0.85,163,5.23
West Marine,21839579524 » am-android-foryou-large-ib-high,0.00%,0.73,53,13.72
West Marine,21839579524 » am-android-foryou-large-ib-low,0.47%,0.64,212,3.03
West Marine,21839579524 » am-android-foryou-large-ib-medium,1.59%,0.95,189,5.02
Westchester Modular Homes,21839579524 » am-android-foryou-large-ib-low,5.56%,0.06,18,3.06
Westchester Modular Homes,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.01
Western Digital,21839579524 » am-android-foryou-large-ib-high,1.06%,9.40,752,12.49
Western Digital,21839579524 » am-android-foryou-large-ib-low,0.32%,10.43,"3,407",3.06
Western Digital,21839579524 » am-android-foryou-large-ib-medium,0.59%,11.31,"2,188",5.17
Western Governors University,21839579524 » am-android-foryou-large-ib-high,0.35%,10.45,864,12.10
Western Governors University,21839579524 » am-android-foryou-large-ib-low,0.29%,4.24,"1,388",3.05
Western Governors University,21839579524 » am-android-foryou-large-ib-medium,0.30%,6.74,"1,333",5.06
Western Union,21839579524 » am-android-foryou-large-ib-high,0.94%,96.55,"7,903",12.22
Western Union,21839579524 » am-android-foryou-large-ib-low,0.25%,36.60,"12,066",3.03
Western Union,21839579524 » am-android-foryou-large-ib-medium,0.52%,60.71,"11,996",5.06
Westpac Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,7,3.01
Westpac Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
What House Digital,21839579524 » am-android-foryou-large-ib-high,0.00%,0.04,3,12.01
What House Digital,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.16
What House Digital,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,6.09
Wheelbase,21839579524 » am-android-foryou-large-ib-high,0.00%,0.10,8,12.01
Wheelbase,21839579524 » am-android-foryou-large-ib-low,0.00%,0.06,21,3.01
Wheelbase,21839579524 » am-android-foryou-large-ib-medium,7.50%,0.20,40,5.01
Whirlpool,21839579524 » am-android-foryou-large-ib-high,1.15%,20.34,"1,658",12.27
Whirlpool,21839579524 » am-android-foryou-large-ib-low,0.20%,6.19,"1,982",3.12
Whirlpool,21839579524 » am-android-foryou-large-ib-medium,0.80%,10.44,"2,012",5.19
Whitbread,21839579524 » am-android-foryou-large-ib-high,0.00%,0.19,16,12.01
Whitbread,21839579524 » am-android-foryou-large-ib-low,0.97%,0.63,207,3.04
Whitbread,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.54,107,5.06
White Horse Leisure Inc,21839579524 » am-android-foryou-large-ib-low,4.35%,0.17,46,3.61
White Horse Leisure Inc,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,8,7.28
Whitehawk Ventures Inc.,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.01
Whitehawk Ventures Inc.,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Whitehawk Ventures Inc.,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Whitney Information Network,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.00
Wholesale Deals,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.00
Widener University,21839579524 » am-android-foryou-large-ib-high,0.00%,1.55,128,12.12
Widener University,21839579524 » am-android-foryou-large-ib-low,0.00%,0.43,142,3.06
Widener University,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.85,168,5.04
Wiggle CRC,21839579524 » am-android-foryou-large-ib-low,11.11%,0.03,9,3.01
Wiggle CRC,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.05,9,5.01
Wild Fork Foods,21839579524 » am-android-foryou-large-ib-high,1.56%,94.37,"7,818",12.07
Wild Fork Foods,21839579524 » am-android-foryou-large-ib-low,1.12%,23.38,"7,703",3.04
Wild Fork Foods,21839579524 » am-android-foryou-large-ib-medium,1.23%,44.79,"8,869",5.05
Wiley,21839579524 » am-android-foryou-large-ib-high,0.33%,3.67,305,12.04
Wiley,21839579524 » am-android-foryou-large-ib-low,0.88%,1.99,569,3.49
Wiley,21839579524 » am-android-foryou-large-ib-medium,0.74%,3.54,676,5.23
Williams-Sonoma,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Williams-Sonoma,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.09
Wind Hellas Telecommunications,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,5,12.01
Wind Hellas Telecommunications,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.14
Wind Hellas Telecommunications,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,11,5.17
Wind River Holdings,21839579524 » am-android-foryou-large-ib-high,0.43%,2.83,234,12.11
Wind River Holdings,21839579524 » am-android-foryou-large-ib-low,0.00%,1.66,549,3.02
Wind River Holdings,21839579524 » am-android-foryou-large-ib-medium,0.74%,2.74,544,5.04
Window World,21839579524 » am-android-foryou-large-ib-high,0.00%,1.77,147,12.06
Window World,21839579524 » am-android-foryou-large-ib-low,0.56%,0.55,179,3.08
Window World,21839579524 » am-android-foryou-large-ib-medium,0.87%,1.16,230,5.05
Windsor Brokers,21839579524 » am-android-foryou-large-ib-high,0.00%,2.18,181,12.04
Windsor Brokers,21839579524 » am-android-foryou-large-ib-low,0.78%,0.39,129,3.05
Windsor Brokers,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.75,149,5.05
Windstream,21839579524 » am-android-foryou-large-ib-high,0.66%,49.41,"4,081",12.11
Windstream,21839579524 » am-android-foryou-large-ib-low,0.27%,23.30,"7,700",3.03
Windstream,21839579524 » am-android-foryou-large-ib-medium,0.41%,38.01,"7,536",5.04
Windstream Communications,21839579524 » am-android-foryou-large-ib-high,0.00%,0.15,12,12.29
Windstream Communications,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,15,3.01
Windstream Communications,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.11,21,5.01
Windy City Novelties,21839579524 » am-android-foryou-large-ib-high,1.41%,2.76,213,12.98
Windy City Novelties,21839579524 » am-android-foryou-large-ib-low,1.56%,1.16,385,3.02
Windy City Novelties,21839579524 » am-android-foryou-large-ib-medium,1.11%,1.83,361,5.06
Wine Enthusiast,21839579524 » am-android-foryou-large-ib-high,4.71%,2.06,170,12.14
Wine Enthusiast,21839579524 » am-android-foryou-large-ib-low,0.31%,0.98,323,3.05
Wine Enthusiast,21839579524 » am-android-foryou-large-ib-medium,0.94%,1.61,320,5.04
Winn-Dixie Stores,21839579524 » am-android-foryou-large-ib-high,2.08%,128.75,"10,649",12.09
Winn-Dixie Stores,21839579524 » am-android-foryou-large-ib-low,0.68%,74.68,"24,680",3.03
Winn-Dixie Stores,21839579524 » am-android-foryou-large-ib-medium,1.05%,107.50,"21,336",5.04
Winner.co.uk,21839579524 » am-android-foryou-large-ib-high,0.00%,0.68,57,12.00
Winner.co.uk,21839579524 » am-android-foryou-large-ib-low,0.00%,0.81,266,3.03
Winner.co.uk,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.68,136,5.00
Wintergreen Resort,21839579524 » am-android-foryou-large-ib-high,0.00%,1.54,128,12.07
Wintergreen Resort,21839579524 » am-android-foryou-large-ib-low,0.31%,1.95,644,3.02
Wintergreen Resort,21839579524 » am-android-foryou-large-ib-medium,0.46%,2.19,435,5.04
Wisconsin Technical College System Board,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,5,12.01
Wisconsin Technical College System Board,21839579524 » am-android-foryou-large-ib-low,0.00%,0.07,23,3.01
Wisconsin Technical College System Board,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.11,22,5.01
Wise Foods,21839579524 » am-android-foryou-large-ib-high,2.41%,6.48,539,12.03
Wise Foods,21839579524 » am-android-foryou-large-ib-low,0.94%,1.29,426,3.02
Wise Foods,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.31,460,5.03
Witmer Public Safety Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.23,19,12.01
Witmer Public Safety Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.25,82,3.04
Witmer Public Safety Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.33,66,5.02
Wix.com,21839579524 » am-android-foryou-large-ib-high,0.00%,0.30,25,12.08
Wix.com,21839579524 » am-android-foryou-large-ib-low,3.54%,2.05,649,3.16
Wix.com,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.67,126,5.32
Wolf & Shepherd,21839579524 » am-android-foryou-large-ib-high,4.05%,4.03,296,13.62
Wolf & Shepherd,21839579524 » am-android-foryou-large-ib-low,1.60%,5.79,"1,817",3.19
Wolf & Shepherd,21839579524 » am-android-foryou-large-ib-medium,2.39%,5.82,"1,046",5.57
Wolford,21839579524 » am-android-foryou-large-ib-high,1.49%,6.58,538,12.23
Wolford,21839579524 » am-android-foryou-large-ib-low,0.45%,2.03,663,3.06
Wolford,21839579524 » am-android-foryou-large-ib-medium,0.27%,3.68,728,5.06
Wolseley,21839579524 » am-android-foryou-large-ib-high,1.82%,55.73,"4,549",12.25
Wolseley,21839579524 » am-android-foryou-large-ib-low,0.45%,55.60,"18,351",3.03
